Latitude (decimal degrees):	50.936
Longitude (decimal degrees):	6.985
Elevation (m):	47
Radiation database:	PVGIS-SARAH2


Slope: 40 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20191119:1210,363.8,56.99,18.68,6.04,2.76,0.0
20191119:1310,326.1,52.47,15.38,6.34,2.48,0.0
20191119:1410,29.2,11.76,10.05,6.23,2.07,0.0
20191119:1510,0.0,5.43,3.11,5.7,1.66,0.0
20191119:1610,0.0,0.0,0.0,4.75,1.86,0.0
20191119:1710,0.0,0.0,0.0,3.69,1.86,0.0
20191119:1810,0.0,0.0,0.0,2.86,1.66,0.0
20191119:1910,0.0,0.0,0.0,1.74,1.79,0.0
20191119:2010,0.0,0.0,0.0,1.14,1.38,0.0
20191119:2110,0.0,0.0,0.0,0.74,1.24,0.0
20191119:2210,0.0,0.0,0.0,-0.06,1.38,0.0
20191119:2310,0.0,0.0,0.0,-0.74,1.52,0.0
20191120:0010,0.0,0.0,0.0,-1.04,1.45,0.0
20191120:0110,0.0,0.0,0.0,-0.76,1.1,0.0
20191120:0210,0.0,0.0,0.0,-1.42,1.1,0.0
20191120:0310,0.0,0.0,0.0,-1.69,1.24,0.0
20191120:0410,0.0,0.0,0.0,-0.42,1.38,0.0
20191120:0510,0.0,0.0,0.0,0.49,1.79,0.0
20191120:0610,0.0,0.0,0.0,1.04,1.86,0.0
20191120:0710,0.0,0.0,0.0,0.12,2.0,0.0
20191120:0810,908.9,116.65,8.35,0.62,1.79,0.0
20191120:0910,2934.1,337.31,14.08,2.13,2.21,0.0
20191120:1010,4866.6,557.78,17.88,3.03,2.55,0.0
20191120:1110,6313.1,734.05,19.39,3.59,2.55,0.0
20191120:1210,2707.3,315.11,18.46,3.96,2.48,0.0
20191120:1310,220.4,38.9,15.17,4.19,2.55,0.0
20191120:1410,206.3,37.09,9.86,4.13,2.55,0.0
20191120:1510,6.8,7.24,2.95,4.01,2.34,0.0
20191120:1610,0.0,0.0,0.0,3.78,1.86,0.0
20191120:1710,0.0,0.0,0.0,3.6,2.14,0.0
20191120:1810,0.0,0.0,0.0,3.41,2.41,0.0
20191120:1910,0.0,0.0,0.0,2.9,2.76,0.0
20191120:2010,0.0,0.0,0.0,2.62,2.83,0.0
20191120:2110,0.0,0.0,0.0,2.4,2.76,0.0
20191120:2210,0.0,0.0,0.0,2.4,2.69,0.0
20191120:2310,0.0,0.0,0.0,2.36,2.55,0.0
20191121:0010,0.0,0.0,0.0,2.66,2.48,0.0
20191121:0110,0.0,0.0,0.0,2.92,2.55,0.0
20191121:0210,0.0,0.0,0.0,2.92,2.55,0.0
20191121:0310,0.0,0.0,0.0,3.15,2.41,0.0
20191121:0410,0.0,0.0,0.0,3.14,2.41,0.0
20191121:0510,0.0,0.0,0.0,3.05,2.76,0.0
20191121:0610,0.0,0.0,0.0,3.31,3.03,0.0
20191121:0710,0.0,0.0,0.0,2.41,3.24,0.0
20191121:0810,404.5,60.76,8.12,2.54,3.24,0.0
20191121:0910,2352.7,273.65,13.85,3.28,3.66,0.0
20191121:1010,3731.7,427.29,17.65,4.12,3.45,0.0
20191121:1110,4881.4,561.73,19.17,4.92,3.24,0.0
20191121:1210,4348.7,502.11,18.24,5.71,3.1,0.0
20191121:1310,4228.7,490.07,14.98,6.38,3.03,0.0
20191121:1410,489.4,71.86,9.69,6.53,2.83,0.0
20191121:1510,0.0,2.71,2.79,5.98,2.76,0.0
20191121:1610,0.0,0.0,0.0,5.01,2.9,0.0
20191121:1710,0.0,0.0,0.0,4.3,3.03,0.0
20191121:1810,0.0,0.0,0.0,4.11,3.17,0.0
20191121:1910,0.0,0.0,0.0,4.35,3.38,0.0
20191121:2010,0.0,0.0,0.0,3.98,3.45,0.0
20191121:2110,0.0,0.0,0.0,3.87,3.45,0.0
20191121:2210,0.0,0.0,0.0,3.82,3.38,0.0
20191121:2310,0.0,0.0,0.0,3.77,3.31,0.0
20191122:0010,0.0,0.0,0.0,3.68,3.17,0.0
20191122:0110,0.0,0.0,0.0,3.55,3.17,0.0
20191122:0210,0.0,0.0,0.0,3.53,3.24,0.0
20191122:0310,0.0,0.0,0.0,3.69,3.38,0.0
20191122:0410,0.0,0.0,0.0,4.02,3.59,0.0
20191122:0510,0.0,0.0,0.0,4.46,3.59,0.0
20191122:0610,0.0,0.0,0.0,4.67,3.52,0.0
20191122:0710,0.0,0.0,0.0,5.2,3.59,0.0
20191122:0810,886.6,115.98,7.9,5.07,3.59,0.0
20191122:0910,708.7,96.8,13.62,5.79,3.66,0.0
20191122:1010,1819.6,219.9,17.42,6.9,3.86,0.0
20191122:1110,4938.6,573.31,18.95,7.98,4.21,0.0
20191122:1210,3678.1,428.73,18.04,8.64,4.28,0.0
20191122:1310,2938.5,345.85,14.79,8.86,4.0,0.0
20191122:1410,771.1,104.88,9.52,8.53,3.66,0.0
20191122:1510,0.0,4.52,2.64,7.47,3.86,0.0
20191122:1610,0.0,0.0,0.0,6.15,4.21,0.0
20191122:1710,0.0,0.0,0.0,5.42,4.34,0.0
20191122:1810,0.0,0.0,0.0,5.01,4.41,0.0
20191122:1910,0.0,0.0,0.0,4.16,4.97,0.0
20191122:2010,0.0,0.0,0.0,4.04,4.97,0.0
20191122:2110,0.0,0.0,0.0,3.95,5.03,0.0
20191122:2210,0.0,0.0,0.0,3.84,5.1,0.0
20191122:2310,0.0,0.0,0.0,3.8,5.17,0.0
20191123:0010,0.0,0.0,0.0,3.82,5.17,0.0
20191123:0110,0.0,0.0,0.0,4.09,4.62,0.0
20191123:0210,0.0,0.0,0.0,4.53,4.41,0.0
20191123:0310,0.0,0.0,0.0,4.9,4.48,0.0
20191123:0410,0.0,0.0,0.0,5.34,4.41,0.0
20191123:0510,0.0,0.0,0.0,5.53,4.0,0.0
20191123:0610,0.0,0.0,0.0,5.72,3.86,0.0
20191123:0710,0.0,0.0,0.0,4.85,4.41,0.0
20191123:0810,655.3,90.22,7.68,5.6,4.48,0.0
20191123:0910,744.0,100.96,13.4,6.58,4.62,0.0
20191123:1010,1827.9,221.5,17.2,7.8,4.0,0.0
20191123:1110,4540.3,531.04,18.73,8.87,3.45,0.0
20191123:1210,598.3,85.94,17.84,9.79,3.24,0.0
20191123:1310,4943.3,584.82,14.61,10.43,3.1,0.0
20191123:1410,2943.5,352.48,9.36,10.48,2.97,0.0
20191123:1510,71.4,19.3,2.49,9.63,2.9,0.0
20191123:1610,0.0,0.0,0.0,8.34,3.03,0.0
20191123:1710,0.0,0.0,0.0,7.4,2.76,0.0
20191123:1810,0.0,0.0,0.0,6.46,2.28,0.0
20191123:1910,0.0,0.0,0.0,5.9,2.41,0.0
20191123:2010,0.0,0.0,0.0,5.3,2.34,0.0
20191123:2110,0.0,0.0,0.0,4.71,2.28,0.0
20191123:2210,0.0,0.0,0.0,4.16,2.21,0.0
20191123:2310,0.0,0.0,0.0,3.54,2.07,0.0
20191124:0010,0.0,0.0,0.0,2.99,2.07,0.0
20191124:0110,0.0,0.0,0.0,2.7,2.14,0.0
20191124:0210,0.0,0.0,0.0,2.6,2.28,0.0
20191124:0310,0.0,0.0,0.0,2.4,2.14,0.0
20191124:0410,0.0,0.0,0.0,2.03,2.0,0.0
20191124:0510,0.0,0.0,0.0,1.65,1.79,0.0
20191124:0610,0.0,0.0,0.0,1.45,1.72,0.0
20191124:0710,0.0,0.0,0.0,2.73,1.38,0.0
20191124:0810,2835.9,332.13,7.47,3.63,1.03,0.0
20191124:0910,2506.1,295.71,13.18,5.08,0.97,0.0
20191124:1010,5249.4,629.95,16.98,7.87,0.76,0.0
20191124:1110,6319.3,780.06,18.52,9.38,0.55,0.0
20191124:1210,5949.3,737.48,17.64,10.32,0.28,0.0
20191124:1310,5050.1,621.02,14.43,10.73,0.07,0.0
20191124:1410,2324.3,285.97,9.2,10.6,0.0,0.0
20191124:1510,14.5,9.05,2.36,10.01,0.28,0.0
20191124:1610,0.0,0.0,0.0,9.13,0.48,0.0
20191124:1710,0.0,0.0,0.0,8.32,0.62,0.0
20191124:1810,0.0,0.0,0.0,7.63,0.41,0.0
20191124:1910,0.0,0.0,0.0,3.92,1.52,0.0
20191124:2010,0.0,0.0,0.0,3.96,1.24,0.0
20191124:2110,0.0,0.0,0.0,4.29,0.97,0.0
20191124:2210,0.0,0.0,0.0,3.73,1.03,0.0
20191124:2310,0.0,0.0,0.0,3.61,1.03,0.0
20191125:0010,0.0,0.0,0.0,4.26,0.83,0.0
20191125:0110,0.0,0.0,0.0,4.06,0.83,0.0
20191125:0210,0.0,0.0,0.0,3.0,1.17,0.0
20191125:0310,0.0,0.0,0.0,3.01,1.24,0.0
20191125:0410,0.0,0.0,0.0,2.88,1.31,0.0
20191125:0510,0.0,0.0,0.0,3.25,1.24,0.0
20191125:0610,0.0,0.0,0.0,3.57,1.38,0.0
20191125:0710,0.0,0.0,0.0,3.91,1.45,0.0
20191125:0810,92.6,21.71,7.25,4.13,1.24,0.0
20191125:0910,143.1,28.95,12.97,5.67,1.31,0.0
20191125:1010,196.4,36.19,16.77,6.82,1.59,0.0
20191125:1110,302.3,49.76,18.32,7.43,1.86,0.0
20191125:1210,272.8,46.14,17.45,7.85,2.0,0.0
20191125:1310,209.1,38.0,14.27,7.93,2.0,0.0
20191125:1410,96.7,22.62,9.05,7.99,2.07,0.0
20191125:1510,0.0,3.62,2.23,7.66,2.28,0.0
20191125:1610,0.0,0.0,0.0,6.84,2.41,0.0
20191125:1710,0.0,0.0,0.0,6.13,2.55,0.0
20191125:1810,0.0,0.0,0.0,5.99,2.76,0.0
20191125:1910,0.0,0.0,0.0,6.19,2.83,0.0
20191125:2010,0.0,0.0,0.0,6.14,2.76,0.0
20191125:2110,0.0,0.0,0.0,5.83,2.83,0.0
20191125:2210,0.0,0.0,0.0,5.48,2.97,0.0
20191125:2310,0.0,0.0,0.0,5.66,3.1,0.0
20191126:0010,0.0,0.0,0.0,5.74,3.03,0.0
20191126:0110,0.0,0.0,0.0,6.33,3.03,0.0
20191126:0210,0.0,0.0,0.0,7.02,2.97,0.0
20191126:0310,0.0,0.0,0.0,7.31,2.97,0.0
20191126:0410,0.0,0.0,0.0,7.63,2.97,0.0
20191126:0510,0.0,0.0,0.0,7.97,2.9,0.0
20191126:0610,0.0,0.0,0.0,8.24,2.83,0.0
20191126:0710,0.0,0.0,0.0,8.45,2.97,0.0
20191126:0810,218.2,39.18,7.05,8.78,3.1,0.0
20191126:0910,173.6,33.47,12.76,9.41,3.31,0.0
20191126:1010,400.7,62.42,16.57,10.24,3.59,0.0
20191126:1110,340.5,55.18,18.13,10.98,3.17,0.0
20191126:1210,290.2,48.85,17.27,10.9,3.59,0.0
20191126:1310,139.1,28.95,14.1,11.21,3.45,0.0
20191126:1410,347.1,55.96,8.91,11.36,3.31,0.0
20191126:1510,0.0,0.0,0.0,10.9,3.24,0.0
20191126:1610,0.0,0.0,0.0,10.04,3.24,0.0
20191126:1710,0.0,0.0,0.0,9.67,3.24,0.0
20191126:1810,0.0,0.0,0.0,9.73,3.52,0.0
20191126:1910,0.0,0.0,0.0,10.24,3.79,0.0
20191126:2010,0.0,0.0,0.0,10.28,3.86,0.0
20191126:2110,0.0,0.0,0.0,10.14,3.93,0.0
20191126:2210,0.0,0.0,0.0,9.93,3.86,0.0
20191126:2310,0.0,0.0,0.0,9.76,3.86,0.0
20191127:0010,0.0,0.0,0.0,9.8,3.72,0.0
20191127:0110,0.0,0.0,0.0,9.69,4.0,0.0
20191127:0210,0.0,0.0,0.0,9.38,3.86,0.0
20191127:0310,0.0,0.0,0.0,9.09,4.07,0.0
20191127:0410,0.0,0.0,0.0,9.09,4.83,0.0
20191127:0510,0.0,0.0,0.0,8.94,5.93,0.0
20191127:0610,0.0,0.0,0.0,8.83,6.0,0.0
20191127:0710,0.0,0.0,0.0,9.86,5.17,0.0
20191127:0810,71.6,19.0,6.85,10.47,4.97,0.0
20191127:0910,247.8,43.42,12.56,10.91,4.76,0.0
20191127:1010,609.6,87.59,16.37,11.31,4.83,0.0
20191127:1110,391.0,61.52,17.94,11.6,5.1,0.0
20191127:1210,100.9,23.52,17.1,11.69,5.59,0.0
20191127:1310,1845.2,226.45,13.95,11.74,5.17,0.0
20191127:1410,253.9,44.23,8.78,11.47,5.24,0.0
20191127:1510,0.0,0.0,0.0,10.92,4.83,0.0
20191127:1610,0.0,0.0,0.0,10.37,5.03,0.0
20191127:1710,0.0,0.0,0.0,10.14,5.03,0.0
20191127:1810,0.0,0.0,0.0,10.17,5.1,0.0
20191127:1910,0.0,0.0,0.0,10.05,5.52,0.0
20191127:2010,0.0,0.0,0.0,10.19,5.86,0.0
20191127:2110,0.0,0.0,0.0,10.23,6.41,0.0
20191127:2210,0.0,0.0,0.0,9.96,6.69,0.0
20191127:2310,0.0,0.0,0.0,10.04,7.03,0.0
20191128:0010,0.0,0.0,0.0,10.06,7.1,0.0
20191128:0110,0.0,0.0,0.0,10.06,6.97,0.0
20191128:0210,0.0,0.0,0.0,10.03,6.83,0.0
20191128:0310,0.0,0.0,0.0,9.82,6.69,0.0
20191128:0410,0.0,0.0,0.0,9.81,6.62,0.0
20191128:0510,0.0,0.0,0.0,9.69,6.62,0.0
20191128:0610,0.0,0.0,0.0,9.66,6.69,0.0
20191128:0710,0.0,0.0,0.0,9.57,6.28,0.0
20191128:0810,333.6,53.63,6.65,9.39,6.21,0.0
20191128:0910,43.9,14.47,12.36,9.64,6.48,0.0
20191128:1010,380.2,59.71,16.18,9.69,6.62,0.0
20191128:1110,499.7,74.18,17.75,10.01,6.76,0.0
20191128:1210,193.3,36.19,16.93,10.24,6.69,0.0
20191128:1310,166.5,32.57,13.8,10.01,6.55,0.0
20191128:1410,14.6,9.05,8.65,9.5,6.07,0.0
20191128:1510,0.0,0.0,0.0,9.17,5.86,0.0
20191128:1610,0.0,0.0,0.0,8.85,5.79,0.0
20191128:1710,0.0,0.0,0.0,8.78,5.66,0.0
20191128:1810,0.0,0.0,0.0,8.72,5.72,0.0
20191128:1910,0.0,0.0,0.0,8.74,5.52,0.0
20191128:2010,0.0,0.0,0.0,8.71,5.38,0.0
20191128:2110,0.0,0.0,0.0,8.66,5.24,0.0
20191128:2210,0.0,0.0,0.0,8.57,5.17,0.0
20191128:2310,0.0,0.0,0.0,8.3,4.28,0.0
20191129:0010,0.0,0.0,0.0,7.99,3.72,0.0
20191129:0110,0.0,0.0,0.0,7.68,3.72,0.0
20191129:0210,0.0,0.0,0.0,7.43,3.79,0.0
20191129:0310,0.0,0.0,0.0,6.91,3.72,0.0
20191129:0410,0.0,0.0,0.0,6.25,3.59,0.0
20191129:0510,0.0,0.0,0.0,5.48,3.17,0.0
20191129:0610,0.0,0.0,0.0,5.01,2.97,0.0
20191129:0710,0.0,0.0,0.0,4.33,2.76,0.0
20191129:0810,1606.9,194.57,6.46,4.07,2.83,0.0
20191129:0910,1817.5,217.65,12.17,4.84,2.76,0.0
20191129:1010,5942.4,691.47,15.99,5.87,3.17,0.0
20191129:1110,6086.5,707.58,17.58,6.74,4.0,0.0
20191129:1210,4400.4,507.58,16.77,7.0,4.34,0.0
20191129:1310,3113.7,361.85,13.66,7.06,4.55,0.0
20191129:1410,1352.7,168.68,8.53,6.69,3.93,0.0
20191129:1510,0.0,0.0,0.0,6.11,3.52,0.0
20191129:1610,0.0,0.0,0.0,5.29,3.17,0.0
20191129:1710,0.0,0.0,0.0,4.5,2.97,0.0
20191129:1810,0.0,0.0,0.0,4.06,2.9,0.0
20191129:1910,0.0,0.0,0.0,3.65,2.62,0.0
20191129:2010,0.0,0.0,0.0,3.2,2.62,0.0
20191129:2110,0.0,0.0,0.0,2.77,2.55,0.0
20191129:2210,0.0,0.0,0.0,2.41,2.41,0.0
20191129:2310,0.0,0.0,0.0,1.96,2.34,0.0
20191130:0010,0.0,0.0,0.0,1.54,2.28,0.0
20191130:0110,0.0,0.0,0.0,1.21,2.14,0.0
20191130:0210,0.0,0.0,0.0,0.99,2.0,0.0
20191130:0310,0.0,0.0,0.0,0.93,1.86,0.0
20191130:0410,0.0,0.0,0.0,0.59,1.79,0.0
20191130:0510,0.0,0.0,0.0,0.16,1.66,0.0
20191130:0610,0.0,0.0,0.0,-0.27,1.59,0.0
20191130:0710,0.0,0.0,0.0,-0.53,1.31,0.0
20191130:0810,1833.4,216.07,6.27,-0.66,1.24,0.0
20191130:0910,4468.9,514.77,11.99,1.19,0.83,0.0
20191130:1010,5662.3,662.85,15.81,2.31,0.9,0.0
20191130:1110,6067.1,716.92,17.41,3.44,1.03,0.0
20191130:1210,5167.9,605.72,16.62,4.19,1.1,0.0
20191130:1310,4291.0,500.55,13.52,4.61,1.17,0.0
20191130:1410,2967.9,348.66,8.41,4.48,1.38,0.0
20191130:1510,0.0,0.0,0.0,3.97,1.52,0.0
20191130:1610,0.0,0.0,0.0,3.34,1.86,0.0
20191130:1710,0.0,0.0,0.0,2.87,2.0,0.0
20191130:1810,0.0,0.0,0.0,2.83,2.07,0.0
20191130:1910,0.0,0.0,0.0,1.19,2.14,0.0
20191130:2010,0.0,0.0,0.0,0.61,2.14,0.0
20191130:2110,0.0,0.0,0.0,0.16,2.28,0.0
20191130:2210,0.0,0.0,0.0,-0.1,2.55,0.0
20191130:2310,0.0,0.0,0.0,-0.14,2.62,0.0
20191201:0010,0.0,0.0,0.0,-0.25,2.62,0.0
20191201:0110,0.0,0.0,0.0,-0.44,2.41,0.0
20191201:0210,0.0,0.0,0.0,-0.73,2.14,0.0
20191201:0310,0.0,0.0,0.0,-0.73,2.48,0.0
20191201:0410,0.0,0.0,0.0,-0.42,2.76,0.0
20191201:0510,0.0,0.0,0.0,-0.07,2.76,0.0
20191201:0610,0.0,0.0,0.0,0.18,2.69,0.0
20191201:0710,0.0,0.0,0.0,0.07,2.9,0.0
20191201:0810,690.9,92.47,6.09,0.52,2.97,0.0
20191201:0910,1238.8,152.47,11.81,1.33,2.62,0.0
20191201:1010,509.2,73.28,15.64,2.39,2.21,0.0
20191201:1110,967.8,125.06,17.25,3.5,2.55,0.0
20191201:1210,1774.6,213.04,16.47,3.93,2.21,0.0
20191201:1310,151.1,29.85,13.4,4.11,2.21,0.0
20191201:1410,80.4,19.9,8.3,3.95,2.14,0.0
20191201:1510,0.0,0.0,0.0,3.45,1.86,0.0
20191201:1610,0.0,0.0,0.0,2.81,1.93,0.0
20191201:1710,0.0,0.0,0.0,2.34,2.0,0.0
20191201:1810,0.0,0.0,0.0,1.99,1.86,0.0
20191201:1910,0.0,0.0,0.0,1.78,1.72,0.0
20191201:2010,0.0,0.0,0.0,1.43,1.59,0.0
20191201:2110,0.0,0.0,0.0,0.97,1.79,0.0
20191201:2210,0.0,0.0,0.0,0.52,2.07,0.0
20191201:2310,0.0,0.0,0.0,0.06,2.0,0.0
20191202:0010,0.0,0.0,0.0,-0.53,1.66,0.0
20191202:0110,0.0,0.0,0.0,-1.06,1.52,0.0
20191202:0210,0.0,0.0,0.0,-1.7,1.59,0.0
20191202:0310,0.0,0.0,0.0,-1.99,1.72,0.0
20191202:0410,0.0,0.0,0.0,-1.54,1.79,0.0
20191202:0510,0.0,0.0,0.0,-1.13,1.86,0.0
20191202:0610,0.0,0.0,0.0,-0.83,1.86,0.0
20191202:0710,0.0,0.0,0.0,-0.2,1.93,0.0
20191202:0810,262.2,43.31,5.91,0.08,2.0,0.0
20191202:0910,622.2,85.28,11.63,0.89,2.07,0.0
20191202:1010,622.5,85.96,15.47,1.9,2.69,0.0
20191202:1110,3516.9,402.06,17.09,3.04,2.97,0.0
20191202:1210,1133.6,143.28,16.33,4.15,3.03,0.0
20191202:1310,321.5,51.57,13.28,4.7,2.9,0.0
20191202:1410,137.2,28.04,8.2,4.96,2.9,0.0
20191202:1510,0.0,0.0,0.0,4.54,2.55,0.0
20191202:1610,0.0,0.0,0.0,3.91,2.55,0.0
20191202:1710,0.0,0.0,0.0,3.25,2.48,0.0
20191202:1810,0.0,0.0,0.0,3.01,2.21,0.0
20191202:1910,0.0,0.0,0.0,2.56,2.14,0.0
20191202:2010,0.0,0.0,0.0,2.63,2.0,0.0
20191202:2110,0.0,0.0,0.0,3.0,1.86,0.0
20191202:2210,0.0,0.0,0.0,3.2,1.86,0.0
20191202:2310,0.0,0.0,0.0,3.65,1.93,0.0
20191203:0010,0.0,0.0,0.0,4.01,2.0,0.0
20191203:0110,0.0,0.0,0.0,4.15,2.07,0.0
20191203:0210,0.0,0.0,0.0,4.18,2.14,0.0
20191203:0310,0.0,0.0,0.0,3.91,2.07,0.0
20191203:0410,0.0,0.0,0.0,3.39,1.93,0.0
20191203:0510,0.0,0.0,0.0,3.63,1.52,0.0
20191203:0610,0.0,0.0,0.0,3.62,1.45,0.0
20191203:0710,0.0,0.0,0.0,4.19,1.38,0.0
20191203:0810,182.8,33.97,5.74,4.22,1.24,0.0
20191203:0910,205.5,37.09,11.46,4.69,1.31,0.0
20191203:1010,320.2,51.57,15.31,5.26,1.38,0.0
20191203:1110,615.4,86.63,16.94,5.84,1.45,0.0
20191203:1210,311.3,50.66,16.2,6.25,1.45,0.0
20191203:1310,325.5,52.47,13.16,6.51,1.17,0.0
20191203:1410,122.9,26.24,8.11,6.46,0.9,0.0
20191203:1510,0.0,0.0,0.0,6.12,0.48,0.0
20191203:1610,0.0,0.0,0.0,5.66,0.21,0.0
20191203:1710,0.0,0.0,0.0,5.4,0.41,0.0
20191203:1810,0.0,0.0,0.0,4.65,0.76,0.0
20191203:1910,0.0,0.0,0.0,4.16,2.0,0.0
20191203:2010,0.0,0.0,0.0,4.28,2.14,0.0
20191203:2110,0.0,0.0,0.0,3.76,2.34,0.0
20191203:2210,0.0,0.0,0.0,3.52,2.34,0.0
20191203:2310,0.0,0.0,0.0,3.04,2.28,0.0
20191204:0010,0.0,0.0,0.0,2.5,2.21,0.0
20191204:0110,0.0,0.0,0.0,2.23,2.07,0.0
20191204:0210,0.0,0.0,0.0,1.63,2.07,0.0
20191204:0310,0.0,0.0,0.0,1.18,2.07,0.0
20191204:0410,0.0,0.0,0.0,0.87,2.07,0.0
20191204:0510,0.0,0.0,0.0,0.72,2.14,0.0
20191204:0610,0.0,0.0,0.0,0.86,2.21,0.0
20191204:0710,0.0,0.0,0.0,1.42,2.62,0.0
20191204:0810,729.5,97.16,5.58,1.76,2.9,0.0
20191204:0910,4571.7,518.61,11.3,2.39,3.31,0.0
20191204:1010,5739.9,655.97,15.15,3.23,3.52,0.0
20191204:1110,6379.1,735.91,16.8,3.96,3.45,0.0
20191204:1210,5595.3,645.24,16.08,4.66,3.17,0.0
20191204:1310,4623.5,532.73,13.06,5.12,3.03,0.0
20191204:1410,2793.7,327.59,8.02,5.09,2.62,0.0
20191204:1510,0.0,0.0,0.0,4.3,2.41,0.0
20191204:1610,0.0,0.0,0.0,3.1,2.48,0.0
20191204:1710,0.0,0.0,0.0,2.31,2.48,0.0
20191204:1810,0.0,0.0,0.0,1.66,2.34,0.0
20191204:1910,0.0,0.0,0.0,1.52,2.41,0.0
20191204:2010,0.0,0.0,0.0,1.05,2.41,0.0
20191204:2110,0.0,0.0,0.0,0.59,2.34,0.0
20191204:2210,0.0,0.0,0.0,0.14,2.28,0.0
20191204:2310,0.0,0.0,0.0,-0.33,2.21,0.0
20191205:0010,0.0,0.0,0.0,-0.9,2.07,0.0
20191205:0110,0.0,0.0,0.0,-1.59,1.79,0.0
20191205:0210,0.0,0.0,0.0,-2.11,1.66,0.0
20191205:0310,0.0,0.0,0.0,-2.11,1.52,0.0
20191205:0410,0.0,0.0,0.0,-1.98,1.38,0.0
20191205:0510,0.0,0.0,0.0,-1.71,1.24,0.0
20191205:0610,0.0,0.0,0.0,-1.99,1.31,0.0
20191205:0710,0.0,0.0,0.0,-1.94,1.24,0.0
20191205:0810,1739.0,206.0,5.42,-0.83,0.97,0.0
20191205:0910,4851.4,556.95,11.15,-0.12,0.83,0.0
20191205:1010,5168.6,597.57,15.01,2.05,1.31,0.0
20191205:1110,6411.4,754.77,16.66,3.51,1.59,0.0
20191205:1210,5768.2,679.46,15.96,4.64,1.38,0.0
20191205:1310,4638.3,544.17,12.96,5.22,1.1,0.0
20191205:1410,2479.6,295.05,7.94,5.13,0.83,0.0
20191205:1510,0.0,0.0,0.0,3.9,1.31,0.0
20191205:1610,0.0,0.0,0.0,1.33,1.66,0.0
20191205:1710,0.0,0.0,0.0,-0.24,2.07,0.0
20191205:1810,0.0,0.0,0.0,-1.04,2.28,0.0
20191205:1910,0.0,0.0,0.0,-1.25,2.34,0.0
20191205:2010,0.0,0.0,0.0,-0.93,2.48,0.0
20191205:2110,0.0,0.0,0.0,-0.6,2.62,0.0
20191205:2210,0.0,0.0,0.0,-0.53,2.21,0.0
20191205:2310,0.0,0.0,0.0,-0.62,2.34,0.0
20191206:0010,0.0,0.0,0.0,-0.37,2.76,0.0
20191206:0110,0.0,0.0,0.0,-0.01,2.83,0.0
20191206:0210,0.0,0.0,0.0,0.14,2.83,0.0
20191206:0310,0.0,0.0,0.0,0.6,2.9,0.0
20191206:0410,0.0,0.0,0.0,0.8,2.97,0.0
20191206:0510,0.0,0.0,0.0,1.41,3.17,0.0
20191206:0610,0.0,0.0,0.0,2.19,3.45,0.0
20191206:0710,0.0,0.0,0.0,2.57,3.72,0.0
20191206:0810,35.1,12.67,5.26,2.8,3.93,0.0
20191206:0910,353.9,55.05,11.0,3.37,4.34,0.0
20191206:1010,452.4,66.95,14.86,3.82,4.55,0.0
20191206:1110,931.5,120.98,16.54,4.37,4.83,0.0
20191206:1210,314.0,50.66,15.85,5.0,4.97,0.0
20191206:1310,291.3,47.95,12.87,5.42,5.17,0.0
20191206:1410,184.2,34.38,7.87,5.48,5.45,0.0
20191206:1510,0.0,0.0,0.0,5.48,5.59,0.0
20191206:1610,0.0,0.0,0.0,5.48,5.79,0.0
20191206:1710,0.0,0.0,0.0,5.58,6.0,0.0
20191206:1810,0.0,0.0,0.0,5.84,6.07,0.0
20191206:1910,0.0,0.0,0.0,6.03,6.0,0.0
20191206:2010,0.0,0.0,0.0,6.18,6.21,0.0
20191206:2110,0.0,0.0,0.0,6.37,6.41,0.0
20191206:2210,0.0,0.0,0.0,6.63,6.69,0.0
20191206:2310,0.0,0.0,0.0,7.11,6.69,0.0
20191207:0010,0.0,0.0,0.0,7.64,6.34,0.0
20191207:0110,0.0,0.0,0.0,7.81,6.07,0.0
20191207:0210,0.0,0.0,0.0,8.04,6.07,0.0
20191207:0310,0.0,0.0,0.0,8.09,5.93,0.0
20191207:0410,0.0,0.0,0.0,7.85,5.52,0.0
20191207:0510,0.0,0.0,0.0,7.75,5.1,0.0
20191207:0610,0.0,0.0,0.0,7.61,4.76,0.0
20191207:0710,0.0,0.0,0.0,7.61,4.97,0.0
20191207:0810,226.8,39.99,5.11,7.55,4.62,0.0
20191207:0910,831.4,110.87,10.85,7.68,4.28,0.0
20191207:1010,398.0,61.52,14.73,7.94,4.28,0.0
20191207:1110,480.7,71.47,16.41,8.16,4.28,0.0
20191207:1210,338.0,54.28,15.74,8.31,4.41,0.0
20191207:1310,229.8,40.71,12.78,8.37,4.21,0.0
20191207:1410,174.7,33.47,7.8,8.23,3.59,0.0
20191207:1510,0.0,0.0,0.0,7.71,3.17,0.0
20191207:1610,0.0,0.0,0.0,7.21,2.97,0.0
20191207:1710,0.0,0.0,0.0,6.92,2.97,0.0
20191207:1810,0.0,0.0,0.0,6.49,2.97,0.0
20191207:1910,0.0,0.0,0.0,7.04,3.17,0.0
20191207:2010,0.0,0.0,0.0,7.02,3.38,0.0
20191207:2110,0.0,0.0,0.0,7.05,3.45,0.0
20191207:2210,0.0,0.0,0.0,7.17,3.52,0.0
