Latitude (decimal degrees):	50.937
Longitude (decimal degrees):	6.984
Elevation (m):	49
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190810:1310,5430.8,677.01,50.0,23.79,7.31,0.0
20190810:1410,2431.6,313.0,43.21,24.06,7.17,0.0
20190810:1510,2442.3,314.0,34.82,23.87,6.69,0.0
20190810:1610,1367.3,185.0,25.63,23.53,5.79,0.0
20190810:1710,1416.7,203.0,16.19,23.12,4.76,0.0
20190810:1810,350.2,70.0,6.92,22.45,4.14,0.0
20190810:1910,0.0,0.0,0.0,21.38,4.0,0.0
20190810:2010,0.0,0.0,0.0,20.87,3.52,0.0
20190810:2110,0.0,0.0,0.0,20.14,3.1,0.0
20190810:2210,0.0,0.0,0.0,19.21,2.83,0.0
20190810:2310,0.0,0.0,0.0,18.43,2.69,0.0
20190811:0010,0.0,0.0,0.0,18.03,2.48,0.0
20190811:0110,0.0,0.0,0.0,17.43,2.34,0.0
20190811:0210,0.0,0.0,0.0,16.78,2.28,0.0
20190811:0310,0.0,0.0,0.0,15.98,2.28,0.0
20190811:0410,0.0,0.0,0.0,15.29,2.21,0.0
20190811:0510,361.8,64.0,7.8,15.0,2.07,0.0
20190811:0610,1677.3,232.0,17.12,16.42,1.86,0.0
20190811:0710,3133.5,400.0,26.55,18.44,2.21,0.0
20190811:0810,4512.0,566.0,35.66,19.66,2.48,0.0
20190811:0910,5171.5,648.01,43.9,20.86,3.38,0.0
20190811:1010,2104.9,273.0,50.4,21.55,3.38,0.0
20190811:1110,3438.5,438.0,54.0,22.35,3.38,0.0
20190811:1210,536.2,83.0,53.75,22.64,3.24,0.0
20190811:1310,1014.8,142.0,49.72,22.65,3.31,0.0
20190811:1410,853.8,122.0,42.95,21.96,3.24,0.0
20190811:1510,1427.8,190.0,34.56,19.79,2.55,0.0
20190811:1610,1333.1,178.0,25.38,18.87,2.9,0.0
20190811:1710,1602.8,229.0,15.95,17.91,2.9,0.0
20190811:1810,356.7,74.0,6.67,17.06,2.69,0.0
20190811:1910,0.0,0.0,0.0,18.11,2.55,0.0
20190811:2010,0.0,0.0,0.0,17.28,2.62,0.0
20190811:2110,0.0,0.0,0.0,16.77,2.55,0.0
20190811:2210,0.0,0.0,0.0,16.02,2.34,0.0
20190811:2310,0.0,0.0,0.0,15.31,2.21,0.0
20190812:0010,0.0,0.0,0.0,14.67,2.21,0.0
20190812:0110,0.0,0.0,0.0,14.15,2.28,0.0
20190812:0210,0.0,0.0,0.0,13.83,2.41,0.0
20190812:0310,0.0,0.0,0.0,13.56,2.41,0.0
20190812:0410,0.0,0.0,0.0,13.33,2.34,0.0
20190812:0510,416.9,77.0,7.6,13.39,2.28,0.0
20190812:0610,1689.5,234.0,16.92,14.99,2.21,0.0
20190812:0710,3054.7,387.0,26.35,16.89,2.41,0.0
20190812:0810,4404.4,550.0,35.45,18.67,2.41,0.0
20190812:0910,5250.7,659.01,43.67,20.15,2.69,0.0
20190812:1010,3162.7,402.0,50.13,21.11,2.9,0.0
20190812:1110,458.9,73.0,53.71,21.79,2.62,0.0
20190812:1210,1352.8,183.0,53.45,22.04,2.21,0.0
20190812:1310,421.0,68.0,49.43,21.12,2.28,0.0
20190812:1410,1628.1,214.0,42.67,18.99,1.52,0.0
20190812:1510,737.9,107.0,34.3,19.1,0.41,0.0
20190812:1610,323.5,55.0,25.13,18.9,0.34,0.0
20190812:1710,355.8,59.0,15.69,18.34,1.24,0.0
20190812:1810,188.2,38.0,6.41,17.27,1.24,0.0
20190812:1910,0.0,0.0,0.0,15.76,1.93,0.0
20190812:2010,0.0,0.0,0.0,15.01,2.34,0.0
20190812:2110,0.0,0.0,0.0,14.53,2.48,0.0
20190812:2210,0.0,0.0,0.0,14.19,2.41,0.0
20190812:2310,0.0,0.0,0.0,13.96,2.69,0.0
20190813:0010,0.0,0.0,0.0,13.59,2.76,0.0
20190813:0110,0.0,0.0,0.0,13.42,2.62,0.0
20190813:0210,0.0,0.0,0.0,13.16,2.69,0.0
20190813:0310,0.0,0.0,0.0,13.09,2.97,0.0
20190813:0410,0.0,0.0,0.0,12.97,3.24,0.0
20190813:0510,109.7,25.0,7.39,13.04,3.38,0.0
20190813:0610,1563.0,212.0,16.72,13.33,3.59,0.0
20190813:0710,3114.9,387.0,26.14,14.14,3.86,0.0
20190813:0810,4520.7,550.0,35.24,15.13,3.86,0.0
20190813:0910,4406.9,540.0,43.43,16.59,3.93,0.0
20190813:1010,4131.6,510.0,49.87,17.53,4.07,0.0
20190813:1110,6180.0,765.01,53.42,18.49,4.34,0.0
20190813:1210,3915.3,487.0,53.14,19.16,4.55,0.0
20190813:1310,4496.8,557.0,49.13,19.5,4.9,0.0
20190813:1410,2664.3,336.0,42.4,19.52,4.62,0.0
20190813:1510,694.4,101.0,34.04,18.99,5.24,0.0
20190813:1610,397.7,64.0,24.87,17.58,4.76,0.0
20190813:1710,367.1,60.0,15.44,16.94,3.79,0.0
20190813:1810,101.0,24.0,6.15,16.46,2.97,0.0
20190813:1910,0.0,0.0,0.0,14.6,2.07,0.0
20190813:2010,0.0,0.0,0.0,13.95,2.14,0.0
20190813:2110,0.0,0.0,0.0,13.55,2.07,0.0
20190813:2210,0.0,0.0,0.0,13.0,2.0,0.0
20190813:2310,0.0,0.0,0.0,12.47,2.07,0.0
20190814:0010,0.0,0.0,0.0,12.01,2.07,0.0
20190814:0110,0.0,0.0,0.0,11.78,2.0,0.0
20190814:0210,0.0,0.0,0.0,11.37,1.93,0.0
20190814:0310,0.0,0.0,0.0,10.82,1.79,0.0
20190814:0410,0.0,0.0,0.0,10.06,1.66,0.0
20190814:0510,363.9,66.0,7.18,9.72,1.66,0.0
20190814:0610,1671.8,230.0,16.52,11.98,1.38,0.0
20190814:0710,3163.8,398.0,25.94,14.1,1.72,0.0
20190814:0810,4355.7,539.0,35.02,15.75,1.93,0.0
20190814:0910,5071.0,630.01,43.19,17.16,2.28,0.0
20190814:1010,5790.4,726.01,49.6,18.4,2.48,0.0
20190814:1110,5793.0,731.01,53.12,19.23,2.48,0.0
20190814:1210,5129.1,648.01,52.84,20.34,2.69,0.0
20190814:1310,4792.2,606.0,48.84,20.92,2.62,0.0
20190814:1410,4271.5,540.0,42.11,21.58,2.76,0.0
20190814:1510,3879.5,492.0,33.77,21.39,2.48,0.0
20190814:1610,1645.8,218.0,24.61,21.11,3.03,0.0
20190814:1710,642.8,96.0,15.18,20.17,2.62,0.0
20190814:1810,93.0,23.0,5.88,19.02,2.28,0.0
20190814:1910,0.0,0.0,0.0,18.81,1.86,0.0
20190814:2010,0.0,0.0,0.0,17.64,1.93,0.0
20190814:2110,0.0,0.0,0.0,17.07,2.41,0.0
20190814:2210,0.0,0.0,0.0,17.0,2.62,0.0
20190814:2310,0.0,0.0,0.0,16.79,3.1,0.0
20190815:0010,0.0,0.0,0.0,16.58,3.72,0.0
20190815:0110,0.0,0.0,0.0,16.12,4.0,0.0
20190815:0210,0.0,0.0,0.0,15.54,4.14,0.0
20190815:0310,0.0,0.0,0.0,15.42,3.93,0.0
20190815:0410,0.0,0.0,0.0,15.4,3.52,0.0
20190815:0510,56.9,17.0,6.97,15.58,3.24,0.0
20190815:0610,456.8,71.0,16.31,15.98,3.24,0.0
20190815:0710,398.4,64.0,25.73,17.08,3.52,0.0
20190815:0810,2088.5,266.0,34.8,18.25,4.28,0.0
20190815:0910,1769.1,229.0,42.95,19.12,4.97,0.0
20190815:1010,3175.6,397.0,49.33,19.84,5.59,0.0
20190815:1110,3527.0,441.0,52.82,20.17,5.03,0.0
20190815:1210,4289.9,535.0,52.52,20.66,4.97,0.0
20190815:1310,4547.8,566.0,48.53,21.09,5.24,0.0
20190815:1410,2660.4,338.0,41.83,21.36,4.9,0.0
20190815:1510,1924.6,249.0,33.5,20.78,5.17,0.0
20190815:1610,833.2,118.0,24.34,19.41,4.9,0.0
20190815:1710,248.6,45.0,14.91,18.88,3.86,0.0
20190815:1810,13.1,9.0,5.61,18.4,3.72,0.0
20190815:1910,0.0,0.0,0.0,17.3,4.07,0.0
20190815:2010,0.0,0.0,0.0,16.76,3.52,0.0
20190815:2110,0.0,0.0,0.0,16.57,3.17,0.0
20190815:2210,0.0,0.0,0.0,15.92,2.69,0.0
20190815:2310,0.0,0.0,0.0,15.65,2.28,0.0
20190816:0010,0.0,0.0,0.0,15.19,2.21,0.0
20190816:0110,0.0,0.0,0.0,14.85,2.14,0.0
20190816:0210,0.0,0.0,0.0,14.14,2.34,0.0
20190816:0310,0.0,0.0,0.0,13.61,2.41,0.0
20190816:0410,0.0,0.0,0.0,13.5,2.28,0.0
20190816:0510,242.6,46.0,6.76,13.59,2.0,0.0
20190816:0610,1366.5,189.0,16.11,14.6,1.72,0.0
20190816:0710,2856.3,360.0,25.52,15.54,2.97,0.0
20190816:0810,3560.8,441.0,34.58,16.84,2.9,0.0
20190816:0910,4087.1,507.0,42.71,17.86,2.97,0.0
20190816:1010,3498.0,439.0,49.05,19.22,3.03,0.0
20190816:1110,3799.9,478.0,52.51,20.38,3.45,0.0
20190816:1210,5236.3,658.01,52.21,20.81,3.52,0.0
20190816:1310,5045.1,635.01,48.22,21.68,3.59,0.0
20190816:1410,3156.9,401.0,41.53,22.28,3.79,0.0
20190816:1510,2179.0,282.0,33.22,22.25,3.93,0.0
20190816:1610,2094.2,275.0,24.07,21.89,3.31,0.0
20190816:1710,1255.7,186.0,14.64,21.66,2.21,0.0
20190816:1810,55.0,17.0,5.34,20.86,1.24,0.0
20190816:1910,0.0,0.0,0.0,19.39,2.0,0.0
20190816:2010,0.0,0.0,0.0,18.59,2.34,0.0
20190816:2110,0.0,0.0,0.0,18.34,2.69,0.0
20190816:2210,0.0,0.0,0.0,18.27,2.97,0.0
20190816:2310,0.0,0.0,0.0,18.06,3.1,0.0
20190817:0010,0.0,0.0,0.0,17.77,3.31,0.0
20190817:0110,0.0,0.0,0.0,17.85,3.45,0.0
20190817:0210,0.0,0.0,0.0,18.08,3.59,0.0
20190817:0310,0.0,0.0,0.0,18.08,3.59,0.0
20190817:0410,0.0,0.0,0.0,18.05,3.52,0.0
20190817:0510,27.9,12.0,6.55,18.06,3.31,0.0
20190817:0610,271.7,48.0,15.9,18.42,3.1,0.0
20190817:0710,1127.5,153.0,25.31,18.53,3.45,0.0
20190817:0810,1475.4,194.0,34.36,18.4,3.72,0.0
20190817:0910,1485.4,195.0,42.46,18.05,3.59,0.0
20190817:1010,581.3,87.0,48.77,18.14,3.66,0.0
20190817:1110,2210.3,282.0,52.2,18.9,3.79,0.0
20190817:1210,2231.2,285.0,51.89,19.44,4.0,0.0
20190817:1310,1085.2,149.0,47.91,20.63,4.55,0.0
20190817:1410,1007.3,140.0,41.24,21.3,4.83,0.0
20190817:1510,620.8,93.0,32.93,21.33,4.41,0.0
20190817:1610,597.1,90.0,23.8,21.09,4.07,0.0
20190817:1710,132.2,29.0,14.37,20.22,4.14,0.0
20190817:1810,32.9,13.0,5.06,19.47,4.14,0.0
20190817:1910,0.0,0.0,0.0,18.55,3.66,0.0
20190817:2010,0.0,0.0,0.0,18.34,3.1,0.0
20190817:2110,0.0,0.0,0.0,18.19,2.69,0.0
20190817:2210,0.0,0.0,0.0,18.09,2.41,0.0
20190817:2310,0.0,0.0,0.0,17.69,2.21,0.0
20190818:0010,0.0,0.0,0.0,17.55,2.14,0.0
20190818:0110,0.0,0.0,0.0,17.53,2.21,0.0
20190818:0210,0.0,0.0,0.0,17.53,2.34,0.0
20190818:0310,0.0,0.0,0.0,17.52,2.55,0.0
20190818:0410,0.0,0.0,0.0,17.5,2.83,0.0
20190818:0510,0.9,6.0,6.33,17.35,1.93,0.0
20190818:0610,265.0,47.0,15.69,17.5,1.24,0.0
20190818:0710,830.5,117.0,25.1,17.19,1.93,0.0
20190818:0810,1317.7,175.0,34.14,17.57,2.83,0.0
20190818:0910,570.7,86.0,42.21,18.97,3.52,0.0
20190818:1010,1056.5,146.0,48.49,21.2,4.07,0.0
20190818:1110,609.2,92.0,51.89,22.68,5.72,0.0
20190818:1210,1843.1,241.0,51.56,22.36,5.72,0.0
20190818:1310,1056.1,145.0,47.59,20.13,5.86,0.0
20190818:1410,523.0,80.0,40.94,18.72,4.0,0.0
20190818:1510,498.9,77.0,32.65,18.56,3.17,0.0
20190818:1610,1132.5,154.0,23.51,18.87,3.38,0.0
20190818:1710,355.7,59.0,14.09,18.75,2.9,0.0
20190818:1810,74.3,20.0,4.77,18.19,2.34,0.0
20190818:1910,0.0,0.0,0.0,18.1,1.79,0.0
20190818:2010,0.0,0.0,0.0,17.18,1.93,0.0
20190818:2110,0.0,0.0,0.0,16.56,2.21,0.0
20190818:2210,0.0,0.0,0.0,16.14,2.41,0.0
20190818:2310,0.0,0.0,0.0,15.66,2.34,0.0
20190819:0010,0.0,0.0,0.0,14.97,2.41,0.0
20190819:0110,0.0,0.0,0.0,14.53,2.62,0.0
20190819:0210,0.0,0.0,0.0,13.99,2.76,0.0
20190819:0310,0.0,0.0,0.0,13.54,2.69,0.0
20190819:0410,0.0,0.0,0.0,13.15,2.69,0.0
20190819:0510,274.5,56.0,6.12,12.96,2.62,0.0
20190819:0610,1537.2,218.0,15.48,14.08,2.55,0.0
20190819:0710,3016.6,383.0,24.89,16.18,2.9,0.0
20190819:0810,4208.6,518.0,33.91,17.47,4.14,0.0
20190819:0910,5367.0,660.01,41.96,18.44,4.28,0.0
20190819:1010,5924.1,734.01,48.21,19.57,4.41,0.0
20190819:1110,4162.3,520.0,51.58,20.4,4.48,0.0
20190819:1210,4732.9,592.0,51.23,20.9,4.34,0.0
20190819:1310,5037.2,630.01,47.27,21.22,4.21,0.0
20190819:1410,3687.7,463.0,40.63,21.37,4.28,0.0
20190819:1510,2959.8,375.0,32.35,21.17,4.0,0.0
20190819:1610,2027.9,266.0,23.23,20.81,3.38,0.0
20190819:1710,806.6,119.0,13.8,20.02,2.28,0.0
20190819:1810,116.0,28.25,4.49,19.1,2.0,0.0
20190819:1910,0.0,0.0,0.0,17.82,1.86,0.0
20190819:2010,0.0,0.0,0.0,16.61,2.0,0.0
20190819:2110,0.0,0.0,0.0,15.59,2.14,0.0
20190819:2210,0.0,0.0,0.0,14.87,2.21,0.0
20190819:2310,0.0,0.0,0.0,14.18,2.28,0.0
20190820:0010,0.0,0.0,0.0,13.58,2.21,0.0
20190820:0110,0.0,0.0,0.0,13.09,2.21,0.0
20190820:0210,0.0,0.0,0.0,12.47,2.14,0.0
20190820:0310,0.0,0.0,0.0,12.04,2.07,0.0
20190820:0410,0.0,0.0,0.0,11.42,2.0,0.0
20190820:0510,201.7,40.0,5.9,10.9,1.86,0.0
20190820:0610,1479.7,209.0,15.27,12.51,1.45,0.0
20190820:0710,2779.0,354.0,24.67,15.67,1.86,0.0
20190820:0810,3378.4,421.0,33.68,17.02,2.34,0.0
20190820:0910,3401.0,426.0,41.71,18.18,2.34,0.0
20190820:1010,3250.8,410.0,47.92,19.12,2.41,0.0
20190820:1110,4013.6,506.0,51.26,19.62,2.41,0.0
20190820:1210,4259.0,536.0,50.9,20.21,2.97,0.0
20190820:1310,4347.7,546.0,46.95,20.43,3.17,0.0
20190820:1410,3910.0,491.0,40.32,20.26,2.97,0.0
20190820:1510,2895.9,367.0,32.06,20.08,2.97,0.0
20190820:1610,1673.2,221.0,22.94,19.78,2.76,0.0
20190820:1710,917.5,135.0,13.51,19.23,2.07,0.0
20190820:1810,96.4,25.29,4.19,18.37,1.86,0.0
20190820:1910,0.0,0.0,0.0,17.43,1.86,0.0
20190820:2010,0.0,0.0,0.0,16.26,2.0,0.0
20190820:2110,0.0,0.0,0.0,15.27,2.07,0.0
20190820:2210,0.0,0.0,0.0,14.49,1.93,0.0
20190820:2310,0.0,0.0,0.0,13.35,1.66,0.0
20190821:0010,0.0,0.0,0.0,12.7,1.38,0.0
20190821:0110,0.0,0.0,0.0,12.71,1.1,0.0
20190821:0210,0.0,0.0,0.0,12.45,1.03,0.0
20190821:0310,0.0,0.0,0.0,11.7,1.1,0.0
20190821:0410,0.0,0.0,0.0,11.41,1.03,0.0
20190821:0510,160.4,34.06,5.69,11.51,0.9,0.0
20190821:0610,1382.9,196.0,15.06,12.8,0.41,0.0
20190821:0710,2742.8,353.0,24.46,15.12,0.28,0.0
20190821:0810,4032.6,512.0,33.45,16.85,0.21,0.0
20190821:0910,4926.6,633.01,41.45,18.32,0.14,0.0
20190821:1010,5529.7,721.01,47.63,19.44,0.14,0.0
20190821:1110,5774.4,753.01,50.94,20.23,0.55,0.0
20190821:1210,5471.9,716.01,50.57,20.71,0.34,0.0
20190821:1310,4858.2,636.01,46.62,21.34,0.07,0.0
20190821:1410,4075.9,528.0,40.01,21.82,0.41,0.0
20190821:1510,2755.1,357.0,31.76,21.92,0.97,0.0
20190821:1610,1696.6,227.0,22.65,21.7,1.66,0.0
20190821:1710,1034.0,156.0,13.22,20.99,2.0,0.0
20190821:1810,62.4,18.8,3.9,19.72,2.07,0.0
20190821:1910,0.0,0.0,0.0,18.4,2.34,0.0
20190821:2010,0.0,0.0,0.0,17.21,2.34,0.0
20190821:2110,0.0,0.0,0.0,16.24,2.34,0.0
20190821:2210,0.0,0.0,0.0,15.3,2.21,0.0
20190821:2310,0.0,0.0,0.0,14.22,2.0,0.0
20190822:0010,0.0,0.0,0.0,13.19,1.93,0.0
20190822:0110,0.0,0.0,0.0,12.47,2.07,0.0
20190822:0210,0.0,0.0,0.0,12.01,2.07,0.0
20190822:0310,0.0,0.0,0.0,11.53,1.93,0.0
20190822:0410,0.0,0.0,0.0,11.07,1.86,0.0
20190822:0510,197.6,44.26,5.47,10.85,1.93,0.0
20190822:0610,1426.5,204.0,14.84,12.97,1.72,0.0
20190822:0710,2867.3,368.0,24.24,17.01,2.34,0.0
20190822:0810,4166.4,522.01,33.22,19.26,2.76,0.0
20190822:0910,5095.9,642.01,41.19,21.04,2.76,0.0
20190822:1010,5808.1,740.01,47.34,22.41,2.76,0.0
20190822:1110,6060.8,781.01,50.61,23.21,2.41,0.0
20190822:1210,5909.8,768.01,50.23,23.82,1.93,0.0
20190822:1310,5534.5,723.01,46.29,24.24,1.38,0.0
20190822:1410,4777.5,625.01,39.69,24.5,0.9,0.0
20190822:1510,3698.2,487.0,31.45,24.56,0.48,0.0
20190822:1610,2449.2,335.0,22.35,24.37,0.21,0.0
20190822:1710,1086.5,172.0,12.93,23.96,0.28,0.0
20190822:1810,82.1,25.5,3.6,22.43,0.76,0.0
20190822:1910,0.0,0.0,0.0,20.01,1.52,0.0
20190822:2010,0.0,0.0,0.0,18.67,1.52,0.0
20190822:2110,0.0,0.0,0.0,18.1,1.31,0.0
20190822:2210,0.0,0.0,0.0,17.7,1.1,0.0
20190822:2310,0.0,0.0,0.0,17.01,0.97,0.0
20190823:0010,0.0,0.0,0.0,16.43,0.9,0.0
20190823:0110,0.0,0.0,0.0,16.07,0.76,0.0
20190823:0210,0.0,0.0,0.0,15.57,0.62,0.0
20190823:0310,0.0,0.0,0.0,15.12,0.62,0.0
20190823:0410,0.0,0.0,0.0,14.78,0.34,0.0
20190823:0510,176.5,41.6,5.25,14.53,0.14,0.0
20190823:0610,1385.6,203.0,14.63,15.3,0.14,0.0
20190823:0710,2798.5,365.0,24.02,17.3,0.41,0.0
20190823:0810,4050.8,518.01,32.98,19.61,0.76,0.0
20190823:0910,4996.3,646.01,40.93,21.53,0.76,0.0
20190823:1010,5651.0,741.01,47.04,23.19,0.9,0.0
20190823:1110,5953.9,786.01,50.28,24.48,1.17,0.0
20190823:1210,5818.6,768.01,49.88,25.39,1.38,0.0
20190823:1310,5469.9,719.01,45.95,25.93,1.52,0.0
20190823:1410,4748.1,621.01,39.37,26.26,1.59,0.0
20190823:1510,3675.6,483.0,31.14,26.36,1.59,0.0
20190823:1610,2260.0,309.0,22.05,26.21,1.52,0.0
20190823:1710,969.7,153.0,12.63,25.58,1.31,0.0
20190823:1810,68.5,23.52,3.29,23.83,2.07,0.0
20190823:1910,0.0,0.0,0.0,21.93,2.55,0.0
20190823:2010,0.0,0.0,0.0,20.57,2.48,0.0
20190823:2110,0.0,0.0,0.0,19.4,2.34,0.0
20190823:2210,0.0,0.0,0.0,18.13,2.21,0.0
20190823:2310,0.0,0.0,0.0,16.93,2.0,0.0
20190824:0010,0.0,0.0,0.0,16.07,1.86,0.0
20190824:0110,0.0,0.0,0.0,15.28,1.93,0.0
20190824:0210,0.0,0.0,0.0,14.61,2.0,0.0
20190824:0310,0.0,0.0,0.0,14.07,2.0,0.0
20190824:0410,0.0,0.0,0.0,13.61,2.0,0.0
20190824:0510,169.0,40.56,5.02,13.3,2.0,0.0
20190824:0610,1364.0,199.0,14.41,14.98,1.66,0.0
20190824:0710,2784.0,364.0,23.8,19.26,1.52,0.0
20190824:0810,4029.1,515.01,32.74,21.74,1.86,0.0
20190824:0910,5019.5,646.01,40.67,23.79,2.0,0.0
20190824:1010,5710.4,745.01,46.74,25.38,2.0,0.0
20190824:1110,5978.4,786.01,49.95,26.51,2.14,0.0
20190824:1210,5861.8,772.01,49.54,27.21,2.21,0.0
20190824:1310,5489.1,722.01,45.61,27.63,2.14,0.0
20190824:1410,4722.2,620.01,39.04,27.91,2.0,0.0
20190824:1510,3697.5,489.0,30.83,27.97,1.86,0.0
20190824:1610,2372.5,328.0,21.74,27.74,1.72,0.0
20190824:1710,1002.0,164.0,12.32,26.95,1.1,0.0
20190824:1810,54.9,20.02,2.99,24.82,1.24,0.0
20190824:1910,0.0,0.0,0.0,22.3,1.72,0.0
20190824:2010,0.0,0.0,0.0,20.1,1.79,0.0
20190824:2110,0.0,0.0,0.0,19.14,1.72,0.0
20190824:2210,0.0,0.0,0.0,19.26,1.38,0.0
20190824:2310,0.0,0.0,0.0,19.17,1.31,0.0
20190825:0010,0.0,0.0,0.0,18.28,1.38,0.0
20190825:0110,0.0,0.0,0.0,17.19,1.59,0.0
20190825:0210,0.0,0.0,0.0,16.11,1.93,0.0
20190825:0310,0.0,0.0,0.0,15.83,1.93,0.0
20190825:0410,0.0,0.0,0.0,15.7,1.79,0.0
20190825:0510,138.8,34.0,4.8,15.84,1.45,0.0
20190825:0610,1227.0,182.0,14.2,17.81,0.83,0.0
20190825:0710,2517.7,334.0,23.58,20.98,0.76,0.0
20190825:0810,3434.8,448.0,32.51,23.49,0.62,0.0
20190825:0910,4281.8,565.01,40.4,25.42,0.41,0.0
20190825:1010,4384.7,582.01,46.44,26.82,0.69,0.0
20190825:1110,5458.0,735.01,49.62,27.72,0.69,0.0
20190825:1210,5549.2,747.01,49.19,28.02,0.83,0.0
20190825:1310,5119.6,686.01,45.26,28.5,0.9,0.0
20190825:1410,4215.2,559.01,38.71,28.64,1.24,0.0
20190825:1510,3170.7,422.0,30.51,28.58,1.52,0.0
20190825:1610,1853.5,257.0,21.43,28.28,1.72,0.0
20190825:1710,880.8,144.0,12.01,27.66,1.52,0.0
20190825:1810,32.0,14.58,2.67,26.27,1.59,0.0
20190825:1910,0.0,0.0,0.0,24.88,2.0,0.0
20190825:2010,0.0,0.0,0.0,22.99,1.72,0.0
20190825:2110,0.0,0.0,0.0,21.83,1.52,0.0
20190825:2210,0.0,0.0,0.0,21.36,1.38,0.0
20190825:2310,0.0,0.0,0.0,21.21,1.24,0.0
20190826:0010,0.0,0.0,0.0,21.26,1.1,0.0
20190826:0110,0.0,0.0,0.0,21.16,0.83,0.0
20190826:0210,0.0,0.0,0.0,20.96,0.69,0.0
20190826:0310,0.0,0.0,0.0,20.46,0.62,0.0
20190826:0410,0.0,0.0,0.0,19.96,0.48,0.0
20190826:0510,110.6,28.06,4.58,19.46,0.41,0.0
20190826:0610,1112.3,167.0,13.98,19.96,0.21,0.0
20190826:0710,2415.7,323.0,23.35,21.68,0.34,0.0
20190826:0810,3598.8,472.0,32.27,23.86,0.34,0.0
20190826:0910,4556.0,602.01,40.13,25.68,0.48,0.0
20190826:1010,5237.4,700.01,46.14,27.16,0.69,0.0
20190826:1110,5531.0,748.01,49.28,28.46,0.69,0.0
20190826:1210,5406.9,734.01,48.84,29.45,0.69,0.0
20190826:1310,5004.5,677.01,44.92,29.9,0.69,0.0
20190826:1410,4224.3,569.01,38.38,30.32,0.69,0.0
20190826:1510,3124.7,422.0,30.19,30.3,0.9,0.0
20190826:1610,2090.8,295.0,21.12,29.65,0.83,0.0
20190826:1710,30.7,13.0,11.7,29.04,0.62,0.0
20190826:1810,16.6,10.0,2.36,26.74,0.9,0.0
20190826:1910,0.0,0.0,0.0,25.31,1.17,0.0
20190826:2010,0.0,0.0,0.0,24.2,1.03,0.0
20190826:2110,0.0,0.0,0.0,23.86,0.9,0.0
20190826:2210,0.0,0.0,0.0,22.4,1.1,0.0
20190826:2310,0.0,0.0,0.0,21.56,1.17,0.0
20190827:0010,0.0,0.0,0.0,21.01,1.1,0.0
20190827:0110,0.0,0.0,0.0,19.98,1.24,0.0
20190827:0210,0.0,0.0,0.0,19.24,1.38,0.0
20190827:0310,0.0,0.0,0.0,18.49,1.52,0.0
20190827:0410,0.0,0.0,0.0,17.88,1.59,0.0
20190827:0510,104.8,27.06,4.35,17.55,1.72,0.0
20190827:0610,1132.6,170.0,13.76,19.19,1.52,0.0
20190827:0710,2484.2,332.0,23.13,22.92,1.66,0.0
20190827:0810,3644.8,474.0,32.02,25.28,1.93,0.0
20190827:0910,4664.6,609.01,39.86,27.25,2.07,0.0
20190827:1010,5338.5,704.01,45.83,28.59,2.14,0.0
20190827:1110,5560.1,744.01,48.94,29.74,1.72,0.0
20190827:1210,5410.6,730.01,48.48,30.57,1.38,0.0
20190827:1310,4903.5,662.01,44.57,31.13,1.17,0.0
20190827:1410,4282.9,577.01,38.04,31.22,1.03,0.0
20190827:1510,965.3,141.0,29.87,30.33,1.72,0.0
20190827:1610,1636.8,228.0,20.8,28.48,2.62,0.0
20190827:1710,167.3,35.0,11.39,27.31,2.21,0.0
20190827:1810,0.0,5.0,2.04,26.28,1.38,0.0
20190827:1910,0.0,0.0,0.0,25.57,1.93,0.0
20190827:2010,0.0,0.0,0.0,24.15,2.0,0.0
20190827:2110,0.0,0.0,0.0,23.0,2.28,0.0
20190827:2210,0.0,0.0,0.0,22.33,2.41,0.0
20190827:2310,0.0,0.0,0.0,21.9,2.62,0.0
20190828:0010,0.0,0.0,0.0,21.62,2.55,0.0
20190828:0110,0.0,0.0,0.0,21.27,2.48,0.0
20190828:0210,0.0,0.0,0.0,21.03,2.48,0.0
20190828:0310,0.0,0.0,0.0,21.07,2.55,0.0
20190828:0410,0.0,0.0,0.0,21.03,2.41,0.0
20190828:0510,99.7,29.09,4.13,20.85,2.21,0.0
20190828:0610,1099.0,168.0,13.53,21.27,2.0,0.0
20190828:0710,2306.0,310.0,22.9,23.42,1.24,0.0
20190828:0810,1998.8,264.0,31.78,24.85,3.1,0.0
20190828:0910,3193.2,412.0,39.59,25.9,3.86,0.0
20190828:1010,1829.1,245.0,45.52,26.86,4.0,0.0
20190828:1110,4397.0,569.0,48.6,27.96,4.14,0.0
20190828:1210,5010.9,652.01,48.12,28.35,3.45,0.0
20190828:1310,4742.1,618.01,44.21,29.04,3.45,0.0
20190828:1410,4203.9,544.01,37.7,27.82,3.59,0.0
20190828:1510,2978.4,390.0,29.54,26.81,3.24,0.0
20190828:1610,1148.6,162.0,20.48,25.84,2.0,0.0
20190828:1710,375.5,64.0,11.07,25.11,1.17,0.0
20190828:1810,0.0,0.0,0.0,24.43,1.31,0.0
20190828:1910,0.0,0.0,0.0,25.1,1.03,0.0
20190828:2010,0.0,0.0,0.0,25.02,0.76,0.0
